,month,day,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,1,7,9,12,12,13,10,11,11,10,10,12,13,14,13,16,14,15,14,14,15,12,11,13,11
1,1,2,11,10,12,10,9,10,8,7,7,8,7,8,6,6,10,11,9,9,6,6,7,5,4,5
2,1,3,6,5,7,7,7,7,6,7,7,5,6,6,5,6,5,5,2,2,2,5,7,7,7,6
3,1,4,5,6,6,6,7,6,6,5,3,3,4,6,5,5,4,6,5,4,1,7,7,3,5,6
4,1,5,3,3,8,8,7,6,5,5,7,9,7,6,7,5,6,5,4,2,5,4,3,6,6,7
5,1,6,5,6,7,6,8,3,6,5,5,6,5,5,5,5,5,7,7,5,3,4,2,5,3,5
6,1,7,4,5,4,2,3,3,4,5,2,5,4,6,4,5,3,3,5,4,6,5,6,5,5,6
7,1,8,6,5,6,8,6,7,6,6,4,6,7,7,8,10,11,12,13,13,13,10,11,11,12,13
8,1,9,12,12,11,10,9,9,8,8,8,9,7,6,10,8,8,7,6,5,3,5,3,3,4,3
9,1,10,5,3,4,4,4,5,4,5,7,6,6,6,6,8,10,8,8,7,8,6,6,8,7,6
10,1,11,6,4,3,5,5,5,4,7,5,5,2,3,2,5,6,8,12,9,7,7,5,6,7,4
11,1,12,3,2,3,7,5,6,7,9,6,4,4,4,4,4,7,5,4,6,6,7,6,2,5,6
12,1,13,6,8,8,7,6,7,5,7,10,8,5,6,4,7,8,8,7,7,6,5,6,4,4,3
13,1,14,5,2,3,3,5,5,2,0,4,4,5,5,6,5,6,4,3,2,5,5,5,5,4,4
14,1,15,4,6,7,6,3,5,5,6,5,8,11,7,7,9,9,10,12,10,15,16,16,15,15,14
15,1,16,14,12,14,12,9,11,10,10,6,8,8,10,6,9,7,10,9,9,6,8,6,7,6,8
16,1,17,6,6,8,9,10,7,9,8,6,4,6,9,8,10,11,13,10,11,9,9,9,9,8,7
17,1,18,6,5,6,2,5,5,5,3,4,1,4,5,5,5,4,4,2,2,2,4,6,6,6,6
18,1,19,5,6,6,5,4,2,5,3,6,3,7,7,6,5,4,2,5,5,10,8,11,10,14,12
